3	American University	http://www.american.edu/summer/high-school.cfm
3	Babson College	http://www.babson.edu/admission/visiting-students/high-school/Pages/home.aspx
3	Boston University	http://www.bu.edu/summer/high-school-programs/
3	Brandeis University	http://www.brandeis.edu/precollege/index.html
3	Brown University	https://precollege.brown.edu/apply?utm_source=google&utm_medium=cpc&utm_campaign=pmax_us&utm_term=&utm_content=awareness-online&gad_source=1&gad_campaignid=22528363629&gbraid=0AAAAAD_cJTE_X1iw_veBxMW4lxANLFnqG&gclid=EAIaIQobChMI1KH8hqbWkAMVjjIIBR090yzJEAAYASAAEgKSwfD_BwE
4	Bucknell University	https://www.bucknell.edu/admissions-aid/plan-visit/camps-conferences-visit-programs/bucknell-academy-summer-experience
4	UCLA	http://www.summer.ucla.edu/ushsstudent
4	UCLA Game Lab Summer Institute	https://summer.ucla.edu/program/game-lab-summer-institute/
4	UC San Diego	https://summerspringboard.com/lp/ucsd-campus/?utm_source=google_search&utm_medium=search_text&utm_campaign=prospecting_campus&utm_term=ucsd&gad_source=1&gad_campaignid=18851706621&gbraid=0AAAAADRWxxIppE9W9RrKm8qCroVCrTjdD&gclid=EAIaIQobChMI1ee-noDykAMVO0L_AR2UeBRvEAAYASAAEgL7pfD_BwE
4	Carleton College	https://apps.carleton.edu/summer/clae/
5	Carnegie Mellon University	https://www.cmu.edu/pre-college/admission/virtual-events.html
5	University of Chicago	https://summer.uchicago.edu/pre-college/
5	Columbia University	http://sps.columbia.edu/highschool/3-week
5	The Cooper Union	https://cooper.edu/academics/outreach-and-pre-college
5	Cornell University	https://sce.cornell.edu/precollege
5	Summer College Programs for High School Students	https://www.sce.cornell.edu/sc/index.php
6	University of Delaware	https://www.udel.edu/apply/undergraduate-admissions/precollege-programs/edge/
6	excitement of a learning experience that can only be found at a top national university.Drew University	https://drew.edu/academic/continuing-education-non-degree-programs/summer-programs/summer-term/
6	Drexel University	https://drexel.edu/academics/pre-college-programs/summer-institutes
6	Duke University	https://learnmore.duke.edu/precollege/all-programs
6	Emerson College	http://www.emerson.edu/academics/pre-college
6	Emory University	http://precollege.emory.edu/
6	professors who are the leading experts in their	http://precollege.emory.edu/program/courses/faculty.html
6	school students may explore topics withfields, enroll in classes with college students, and earn transferable college credit.	http://precollege.emory.edu/program/courses/faculty.html
7	Fordham University	https://www.fordham.edu/summer-session/pre-college-programs/
7	Georgetown University	https://summer.georgetown.edu/
7	George Washington University	https://summer.gwu.edu/
7	Gettysburg College	https://www.gettysburg.edu/offices/conference-event-services/summer-programs
7	Hampshire College	https://www.hampshire.edu/summer-programs/precollege-programs
7	Harvard University	https://www.summer.harvard.edu/high-school-programs
8	Ithaca College	http://www.ithaca.edu/summercollege/
8	Johns Hopkins University’s Center for Talented Youth	http://cty.jhu.edu/summer/grades7-12/
8	Manhattan University	https://manhattan.edu/academics/schools-and-departments/scps/non-credit-programs/pre-college/index.php
8	Marist College	http://www.marist.edu/summerinstitutes/
8	UMass Amherst	http://www.umass.edu/summer/precollege.html
9	Miami University Ohio	http://miamioh.edu/admission/high-school/summer-scholars/
9	University Academic Scholars Program, and the	http://miamioh.edu/admission/uasp/index-old.html
9	selection totop programs such as theUniversity Honors Program.	http://www.honors.miamioh.edu/
9	The New School	https://cpe.newschool.edu/youth-and-pre-college/parsons-academy-summer-programs/
9	NYU	http://www.nyu.edu/admissions/high-school-programs.html
9	Northeastern University	https://precollegeprograms.northeastern.edu/
9	Northwestern University	https://sps.northwestern.edu/pre-college/
10	University of Notre Dame	http://precollege.nd.edu/
10	University of Pennsylvania	http://www.sas.upenn.edu/summer/programs/high-school
10	Quinnipiac University	https://www.qu.edu/summer/?utm_source=Slate&utm_medium=email&utm_campaign=summerprogHSC
10	Rensselaer Polytechnic Institute	https://pre-college.admissions.rpi.edu/summerrpi
10	University of Rochester	https://rochesteronline.precollegeprograms.org/?gad_source=1&gad_campaignid=12614349100&gbraid=0AAAAABh-8oDmOI8evE2-lIsHYd0mxxr6d&gclid=EAIaIQobChMIzPHHlrjWkAMVgTMIBR011ilMEAAYASAAEgIPoPD_BwE
10	The Rockefeller University	http://www.rockefeller.edu/outreach/
11	Rutgers University	https://precollegesummer.rutgers.edu/
11	Skidmore College	http://www.skidmore.edu/precollege/about/index.php
11	Smith College	https://www.smith.edu/academics/precollege-programs/homepage
11	Stanford University	https://summercollege.stanford.edu/
12	Stevens Institute of Technology	https://www.stevens.edu/admissions/pre-college-programs
12	Syracuse University	http://summercollege.syr.edu/
12	Tufts University	https://universitycollege.tufts.edu/pre-college
12	Vanderbilt University	https://pty.vanderbilt.edu/students/vsa/
12	Wake Forest University	https://immersion.summer.wfu.edu/#
12	Washington University in St. Louis	https://admissions.washu.edu/college-prep/summer-programs-for-high-school-students/
13	Wentworth Institute of Technology	https://wit.edu/precollege?utm_source=AllJuniors&utm_medium=email&utm_campaign=ImpactLab
13	College of William and Mary	http://www.wm.edu/academics/precollege/
13	University of Wisconsin	https://summer.wisc.edu/highschoolstudents/
13	Worcester Polytechnic Institute	https://www.wpi.edu/academics/pre-collegiate/summer-programs
14	Academy of Art University	http://www.academyart.edu/academics/pre-college-art-experience-program/summer-pre-college-art-experience
14	AMDA High School Conservatory	https://www.amda.edu/highschool
14	Berklee College of Music	https://www.berklee.edu/summer
14	California College of the Arts	https://www.cca.edu/academics/pre-college/?gad_source=1&gad_campaignid=23173168696&gbraid=0aaaaa-hq5e1nzi-mp6skgji2ctvtpju0x&gclid=eaiaiqobchmis5gz2s3wkamvnhnhar1ahqv4eaayasaaeglk7vd_bwe
14	Christie’s Art Now	https://education.christies.com/courses/continuing-education/in-person/new%20york%20art%20now?sc_lang=en
15	Columbus College of Art and Design	https://www.ccad.edu/academics/college-preview
15	Cow House Studios, Ireland	https://cowhousestudios.com/programs/summer-art-programs
15	Denison Summer TUTTI	https://summertutti.denison.edu/
15	Fashion Institute of Technology	http://www.fitnyc.edu/precollege/about-precollege/index.php
15	University of Michigan; School of Art and Design (STAMPS)	https://stamps.umich.edu/pre-college
15	Parsons Paris	https://fashionanddesign.precollegeprograms.org/?utm_campaign=PP%3A%20Plus%20Live%20Announcement%3A%202022&utm_medium=email&_hsmi=210294563&_hsenc=p2ANqtz-_iZrnN72VU0M54RDjF2VpcGKHHDjOPczoRJJFwVSBUa7qllUAxjRaXYq_pGbr0ZakZiowXP6eWArENDSYlVOjoHGxC_WE9tIcZyz-kE6Kl8XSlQs0&utm_content=210294563&utm_source=hs_automation
16	Pratt Institute	https://www.pratt.edu/academics/continuing-education-and-professional/precollege/precollege-summer-1/
16	Purchase College	https://www.purchase.edu/academics/youth-and-precollege-programs/
16	Rhode Island School of Design	http://precollege.risd.edu/
16	SCAD	https://www.scad.edu/academics/pre-college-summer-programs
16	School of Visual Arts	https://sva.edu/academics/pre-college/grades-9-12
17	Middlebury	https://www.middlebury.edu/language-schools/
17	Bard College	https://simons-rock.edu/academics/beyond-the-classroom/young-writers-workshop/
17	Boston University Summer Journalism Academy	https://combeyond.bu.edu/workshop/summer-journalism-academy-bu/?j=217929&sfmc_sub=6244298&l=205_HTML&u=6688224&mid=514005790&jb=5008
17	CSPA High School Journalism Workshop	http://cspaworkshop.org/
18	Sarah Lawrence	https://www.sarahlawrence.edu/pre-college/
18	The School of The New York Times	https://nytedu.com/pre-college/summer-academy/nyc/?utm_source=google&utm_medium=search&utm_campaign=google_search_Pre_c_oct_fy26&utm_source=google&utm_medium=cpc&utm_campaign=google_cpc_pre-college_fy25_br_kw_us&cid=701Ns00000VTs00IAD&gad_source=1&gad_campaignid=22022107867&gbraid=0AAAAADhH8257jM5VNRzRcKbdNNgLJ_s-U&gclid=EAIaIQobChMIgrPLvNLWkAMVuUhHAR2AhAV4EAAYASAAEgJ_I_D_BwE
18		http://nytedu.com/summer2017
18	Princeton University	https://www.princeton.edu/sjp/
18	Writopia Lab	https://www.writopialab.org/programs/when-we-workshop/summer
18	Reynolds Young Writers Workshop at Denison	https://reynolds.denison.edu/
19	2Sigma School	https://2sigma.school/t/SuCu/soc
19	AI Camp	https://www.ai-camp.org/virtual-summer-camp
19	AwesomeMath	https://www.awesomemath.org/summer-program/overview/program-information/
19	Bold Summers in partnership with University of Pennsylvania’s Perelman School of Medicine	https://www.boldsummers.com/summer-programs/penn-medicine-summer-program/
20	Burke Neurological Institute Neuroacademy	https://burke.weill.cornell.edu/future-talent/training/high-school-opportunities
20		https://burke.weill.cornell.edu/future-talent/training-program/neuroacademy
20	Einstein-Montefiore High School Summer Research Program	https://www.einsteinmed.edu/education/phd/summer-hs-research-program.aspx
20	Health Careers Institute at Dartmouth	http://tdi.dartmouth.edu/health-careers-institute
20	Inspirit AI	https://www.inspiritai.com/?_hsmi=206107011&_hsenc=p2ANqtz-_DWsThzXy8d0vHcpMdzAuFm17dEGa7k-sEK9m8rdeajCvoanUIW3Hr8K3A2IaGaVfXS4AfcUUEx-Za8r_LbXrICOJmqQ&utm_content=206107011
20	Inspirit AI	https://www.inspiritai.com/liveonline
21	Investin	https://investin.org/pages/choose-your-medicine-summer-experience?utm_source=US+SCHOOLS+MASTER&utm_campaign=2720e70ef5-bankersschoolmar_COPY_01&utm_medium=email&utm_term=0_8bff0ae415-2720e70ef5-136658094&mc_cid=2720e70ef5&mc_eid=3b071c6c44
21	Learn with Leaders - Future Doctors Program	https://learnwithleaders.com/futuredoctorsprogram-may
21	Young Tech Leaders	https://learnwithleaders.com/harvardstudentagenciesytl
21	Math Camp	https://www.mathcamp.org/
21	NASA Internships & Fellowships	https://www.nasa.gov/audience/forstudents/stu-intern-current-opps.html
22	National Security Agency STEM Program	https://www.intelligencecareers.gov/nsa/nsastudents.html
22	New York Math Circle	https://www.nymathcircle.org/summer
22	Rochester +Live	https://rochesteronline.precollegeprograms.org/?utm_campaign=UR%3A%20Plus%20Live%20Announcement%3A%202022&utm_medium=email&_hsenc=p2ANqtz--D7tD9btnkFMshg1-uGX5rQQMGwci-8dUqpsbAYnwHtEIxhxct3VKmBk0wPOOEQG-g9Iqxw3N8miGYg2-R0Z8e0UuGRJZBqxVcDh0v6oiRnteIJvI&_hsmi=211295840&utm_content=211295840&utm_source=hs_automation&hsCtaTracking=d87b36c6-3c58-450e-ace5-b5d8c5a9baa0%7Ce449fea8-6c3c-4531-9eaf-c120f288141d
22	Women In Engineering GAMES Camp	https://students.grainger.illinois.edu/wie/summer-camps/
23	ACLU	https://www.aclu.org/issues/aclu-summer-institute
23	Bank of America Student Leaders	https://about.bankofamerica.com/en/making-an-impact/student-leaders
23	The Bronfman Youth Fellowship	https://bronfman.org/
23	Envision: National Youth Leadership Forums	https://www.envisionexperience.com/explore-our-programs/high-school
23	LEAD Program	https://apply.leadprogram.org/about
24	Learn with Leaders: Young Leaders in Innovation & Entrepreneurship Program	https://learnwithleaders.com/harvardstudentagenciesyliep-may
24	Lehigh University Iacocca Global Entrepreneurship Intensive	https://global.lehigh.edu/iacocca-institute/high-school
24	Mercy College Summer Leadership Academy	https://www.mercy.edu/academics/school-business/business-leadership-academy
24	West Point Summer Leaders Experience	http://www.westpoint.edu/admissions/SitePages/Summer.aspx
24	Hofstra University’s Summer Science Research Program	http://www.hofstra.edu/academics/colleges/hclas/sse/index.html
25	Memorial Sloan Kettering Summer Student Program	https://www.mskcc.org/education-training/high-school-college/hopp-summer-student
25	Project True	https://bronxzoo.com/teens/project-true
25	Simons Summer Research Program	http://www.stonybrook.edu/commcms/simons/about/about.html
25	Go Getter Internship	https://goprojectnyc.org/get-involved
26	Greenwich Audubon Center	https://greenwich.audubon.org/career-and-internship-opportunities
26	The Metropolitan Museum of Art	https://www.metmuseum.org/about-the-met/internships/high-school
26	Museum of Arts and Design	https://madmuseum.org/programs/teen-programs-mad
26	New York Historical Society	http://www.nyhistory.org/education/teen-programs/student-historian-program
27	PENCIL Internship Program	https://pencil.org/
27	Smithsonian Internships	https://internships.si.edu/opportunities
27	Abbey Road	http://www.goabbeyroad.com/
27	Adventures Cross Country	http://www.adventurescrosscountry.com/
27	Broadreach	http://www.gobroadreach.com/
28	Bruce Beck & Ian Eagle Sports Broadcasting Camp	http://www.sportsbroadcastingcamp.com/
28	CIEE	https://www.ciee.org/high-school-summer-abroad/
28	EXPLO	https://www.explo.org/our-programs/
28	Global Leadership Adventures	https://www.experiencegla.com/program-types/
28	GoBeyond	https://www.gobeyondtravel.com/
28	Jacob Burns Film Center	https://burnsfilmcenter.org/education/
29	JBFC educationClassroomtoScreeningRoom,	https://burnsfilmcenter.org/classroom-to-screening-room/
29	Professional	https://burnsfilmcenter.org/education/professional-development/
29	programsandDevelopment,	https://burnsfilmcenter.org/education/professional-development/
29	resourcesJBFC Kids,	https://burnsfilmcenter.org/series/jbfc-kids/
29	includeClassroomLab Field Trips, and	https://burnsfilmcenter.org/lab-field-trips/
29	toScreeningSummer Camps.	https://burnsfilmcenter.org/education/jbfc-camp/
29	Learn with Leaders	https://learnwithleaders.com/futurelawyersprogram-may
29	Future Lawyers Program	https://www.learnwithleaders.com/certificate_programs/future-lawyer-program-by-harvard-student-agenciess/
29	more.Policy Making & International Relations Program	https://learnwithleaders.com/hsapolitics
29	National Geographic Youth Programs	https://www.nationalgeographic.org/society/our-programs/
29	NOLS	https://www.nols.edu/en/
29	Overland	http://overlandsummers.com/
30	Oxbridge Academic Programs	http://www.oxbridgeprograms.com/
30	Putney Student	https://goputney.com/?utm_source=teenlife
30	Rustic Pathways	https://rusticpathways.com/
30	SAI	http://www.saiprograms.com/program-category/high-school-gap/
30	SEA Semester	https://sea.edu/programs/high-school-pre-college-programs/
31	Summer Discovery	https://www.summerdiscovery.com/
31	UCLA School of Theater, Film & Television	https://www.tft.ucla.edu/
31	Villanova NROTC Summer Seminar	https://www1.villanova.edu/university/liberal-arts-sciences/programs/nrotc/events.html
31	Wilderness Adventures	https://www.wildernessadventures.com/2026-trip-list/
32	West Coast Connection	http://www.westcoastconnection.com/
32	Breezemont Day Camp	https://breezemontdaycamp.com/work/open-positions/
32	Breezemont Day CampElmwood Day Camp	https://elmwooddaycamp.com/
32	Elmwood Day CampGoldfish Swim School	https://goldfish-swim-school-yorktown-heights.careerplug.com/account
32	Goldfish Swim SchoolCamp Kiwi	https://www.kiwicountrydaycamp.com/work-at-kcdc
32	Camp KiwiMohawk Day Camp	https://campmohawk.com/now-hiring/
32	Mohawk Day CampPurchase Day Camp	https://purchasedaycamp.com/workatpdc.html
32	Purchase Day CampRiver Friends Day Camp	https://www.shamesjcc.org/jobs/camp-counselor-various-seasonal-summer-positions/
